File_name,cgpa,sgpa
20010306044_1800265238.html,N/A,N/A
20010203014_1800266013.html,6.84883720930233,5.82608695652174
20010301059_1800265469.html,6.64,5.27
22010505047_1800265899.html,4.17,4.17
20010901008_1800265931.html,7.09,6.50
20010205003_1800265219.html,7.64,7.38
20010306019_1800265560.html,N/A,N/A
22011101003_1800265812.html,3.19,2.38
23010102033_1800266016.html,6.87,6.87
21020905004_1800265275.html,7.74,7.73
21010505032_1800265903.html,2.48,1.93
22021306010_1800265535.html,N/A,N/A
22020106010_1800265407.html,N/A,N/A
21020106002_1800265408.html,N/A,N/A
21020306013_1800265236.html,N/A,N/A
20010406003_1800265799.html,N/A,N/A
22011303021_1800265242.html,N/A,N/A
22020401018_1800265932.html,8.12,7.92
20011306002_1800265913.html,N/A,N/A
21010505018_1800265395.html,4.79,4.79
20010106017_1800265911.html,N/A,N/A
22015103033_1800266017.html,N/A,N/A
21010106046_1800265639.html,N/A,N/A
22020306001_1800265402.html,N/A,N/A
21010106014_1800266018.html,N/A,N/A
21010603048_1800265242.html,N/A,N/A
20010101020_1800265934.html,7.19,7.83
21021501005_1800265469.html,7.24,7.46
22010304048_1800265982.html,7.96,7.96
20010603027_1800265591.html,7.53,7.31
21021106005_1800265536.html,N/A,N/A
20010306017_1800265906.html,N/A,N/A
20010903001_1800266013.html,7.71511627906977,7.21739130434783
23021203006_1800266009.html,5.57692307692308,5.57692307692308
22010203025_1800266007.html,5.98,5.54
22011206002_1800265238.html,N/A,N/A
22010104010_1800265516.html,2.92,2.92
21010203015_1800265760.html,6.32,5.63
21010306023_1800265638.html,N/A,N/A
22010203046_1800265757.html,6.17,6.17
20010401018_1800265267.html,4.59,1.71
22010203001_1800265758.html,6.77,6.71
22010106012_1800265639.html,N/A,N/A
21020106002_1800265638.html,N/A,N/A
21011103006_1800265299.html,5.27,3.75
20010301052_1800265267.html,6.82,3.67
21010306022_1800265279.html,N/A,N/A
22010306027_1800265278.html,N/A,N/A
22020106003_1800265280.html,N/A,N/A
20011203016_1800265235.html,N/A,N/A
20010306021_1800266018.html,N/A,N/A
20011106001_1800265564.html,N/A,N/A
20010406004_1800265404.html,N/A,N/A
21010505028_1800265903.html,7.29,7.37
21010301001_1800265930.html,5.68,3.96
20010306002_1800265911.html,N/A,N/A
21020106008_1800265403.html,N/A,N/A
20010301005_1800265933.html,7.58,6.89
22021306004_1800265562.html,N/A,N/A
20010106003_1800265638.html,N/A,N/A
22010205053_1800265900.html,3.21,2.88
22010603029_1800266007.html,5.54,5.50
20010903001_1800265242.html,N/A,N/A
20010906001_1800265243.html,N/A,N/A
22010304050_1800265984.html,6.68,5.88
23020106010_1800265534.html,N/A,N/A
22010306044_1800265405.html,N/A,N/A
22010306032_1800265906.html,N/A,N/A
20010101061_1800265267.html,8.12,7.42
20010305034_1800265219.html,8.39,8.50
22011303031_1800265242.html,N/A,N/A
21020406015_1800265560.html,N/A,N/A
23020106012_1800265639.html,N/A,N/A
20010501055_1800265469.html,7.06,6.19
21011201013_1800265788.html,5.45,4.35
22010205003_1800265530.html,3.71,3.71
20010406008_1800265908.html,N/A,N/A
23010204005_1800265989.html,6.78,6.78
22010306011_1800265564.html,N/A,N/A
21010101032_1800265468.html,6.84,7.08
21010901016_1800265932.html,6.60,4.35
22010501060_1800265786.html,2.71,2.71
21010106009_1800265236.html,N/A,N/A
21020203007_1800265591.html,7.20,7.29
21010106011_1800265799.html,N/A,N/A
21010101055_1800265928.html,5.29,5.29
21010106044_1800265279.html,N/A,N/A
21010306033_1800265801.html,N/A,N/A
21010306008_1800265564.html,N/A,N/A
21021501003_1800265469.html,6.32,4.21
21011206001_1800265536.html,N/A,N/A
21020903012_1800265284.html,6.33,6.63
23020406001_1800265236.html,N/A,N/A
20010301025_1800265469.html,7.48,7.04
21010106012_1800265407.html,N/A,N/A
22010301055_1800265812.html,7.10,6.92
20011206001_1800265906.html,N/A,N/A
21020406030_1800265561.html,N/A,N/A
20010306050_1800266018.html,N/A,N/A
20010101010_1800265934.html,8.57,8.65
20010401028_1800265267.html,6.33,4.46
21020306014_1800265561.html,N/A,N/A
23010603045_1800266016.html,3.65,3.65
21010501008_1800265932.html,6.53,5.92
21020406028_1800265243.html,N/A,N/A
20010106044_1800265293.html,N/A,N/A
21010203017_1800265299.html,6.65,5.54
22021103005_1800265760.html,7.15,7.12
21010304003_1800265819.html,5.29,3.54
22020106004_1800265280.html,N/A,N/A
22010104033_1800265984.html,5.90,6.21
22020106013_1800265408.html,N/A,N/A
20010905002_1800265219.html,6.69,5.00
23020204007_1800265984.html,6.54,6.54
20010106043_1800265406.html,N/A,N/A
22010603052_1800265242.html,N/A,N/A
23020106021_1800265402.html,N/A,N/A
22011403026_1800265587.html,4.96,4.96
20010205008_1800265901.html,7.28,6.38
21010101001_1800265932.html,6.87,5.13
21021005010_1800265550.html,6.54,6.54
22010903020_1800265757.html,3.08,3.08
20010501055_1800265500.html,7.29,6.33
22010903016_1800265242.html,N/A,N/A
20011106002_1800265278.html,N/A,N/A
22020106003_1800265797.html,N/A,N/A
21020901027_1800265814.html,7.41,7.44
20010104019_1800265518.html,7.54,6.92
21011103019_1800265242.html,N/A,N/A
20010301049_1800265932.html,5.80,2.19
23020106005_1800265800.html,N/A,N/A
21010104031_1800265985.html,5.13,4.71
21010505062_1800265902.html,4.66,3.69
22011003017_1800265235.html,N/A,N/A
21010106052_1800265913.html,N/A,N/A
20010106030_1800265906.html,N/A,N/A
21020106016_1800265237.html,N/A,N/A
23010203037_1800266016.html,5.48,5.48
22021306005_1800265804.html,N/A,N/A
22010205028_1800265530.html,2.21,2.21
20010301058_1800265790.html,7.55,6.27
21020406009_1800265909.html,N/A,N/A
21011001006_1800265931.html,5.26,5.31
20010101022_1800265500.html,6.66,5.83
20010501002_1800265267.html,5.38,2.58
21010505061_1800265773.html,8.64,8.96
21020204003_1800265820.html,5.31,5.31
22010203035_1800266009.html,7.7027027027027,8.30769230769231
23020106005_1800265799.html,N/A,N/A
21020306005_1800265559.html,N/A,N/A
22010106021_1800265911.html,N/A,N/A
22020406002_1800265404.html,N/A,N/A
21010101001_1800265468.html,7.20,7.35
22020901051_1800265930.html,6.71,6.71
20011303003_1800266011.html,6.61475409836066,6.375
20010406007_1800265243.html,N/A,N/A
23021503001_1800265235.html,N/A,N/A
22010106010_1800265800.html,N/A,N/A
20010304029_1800265988.html,5.86,4.87
22021206006_1800265237.html,N/A,N/A
21010306041_1800265562.html,N/A,N/A
22020306009_1800265279.html,N/A,N/A
21010501024_1800265787.html,5.06,4.21
20010406004_1800265536.html,N/A,N/A
21011203027_1800266011.html,4.49180327868852,4.16666666666667
20010306013_1800265800.html,N/A,N/A
23010106057_1800265980.html,4.30,4.30
20010603025_1800266013.html,8.18390804597701,8.52173913043478
22020306021_1800265534.html,N/A,N/A
23010205056_1800265979.html,2.70,2.70
21021003005_1800265762.html,8.19,8.04
22011106001_1800265559.html,N/A,N/A
23010205001_1800265979.html,2.48,2.48
21011103007_1800265242.html,N/A,N/A
21010603024_1800265760.html,5.42,5.85
22010304045_1800265982.html,2.63,2.63
23020406002_1800265408.html,N/A,N/A
20010306046_1800265911.html,N/A,N/A
22010106023_1800265564.html,N/A,N/A
20010106051_1800265280.html,N/A,N/A
22021006005_1800265280.html,N/A,N/A
22010305021_1800265530.html,4.88,4.88
21010205004_1800265903.html,7.10,7.84
20011403003_1800265762.html,7.54,7.67
20010106002_1800265243.html,N/A,N/A
20010306025_1800265279.html,N/A,N/A
22020203003_1800265589.html,7.58,7.58
21020106002_1800265909.html,N/A,N/A
21010306022_1800265801.html,N/A,N/A
21010106022_1800265801.html,N/A,N/A
22021403003_1800265235.html,N/A,N/A
22021203005_1800265759.html,6.96,6.96
21010106021_1800265800.html,N/A,N/A
21011306001_1800265562.html,N/A,N/A
20010106041_1800265237.html,N/A,N/A
21020901001_1800265267.html,4.44,3.71
20010406012_1800265799.html,N/A,N/A
22021101004_1800265931.html,5.71,4.88
21010306033_1800265278.html,N/A,N/A
22011403026_1800266009.html,5.44594594594595,5.84615384615385
23010204040_1800265989.html,7.30,7.30
23020306006_1800265536.html,N/A,N/A
21021303011_1800265591.html,6.72,4.79
21010306011_1800265561.html,N/A,N/A
21010203037_1800265758.html,6.42,5.88
20010505020_1800265219.html,6.46,5.96
22020406003_1800266017.html,N/A,N/A
21010106008_1800265560.html,N/A,N/A
22021406002_1800265535.html,N/A,N/A
22020306019_1800265280.html,N/A,N/A
20010203027_1800265284.html,7.89,7.42
22010306030_1800265562.html,N/A,N/A
21010106033_1800265802.html,N/A,N/A
22020406010_1800265280.html,N/A,N/A
20010901008_1800265932.html,6.70,5.27
20010106043_1800265402.html,N/A,N/A
21010306039_1800265402.html,N/A,N/A
20011003005_1800265243.html,8.21,7.83
21010603050_1800266008.html,7.125,6.41666666666667
22020205008_1800265531.html,7.38,7.38
22020406010_1800265910.html,N/A,N/A
21010306040_1800265911.html,N/A,N/A
21010106044_1800265907.html,N/A,N/A
21010401009_1800265813.html,4.20,4.17
21020104008_1800265821.html,6.36,5.50
21010306005_1800265237.html,N/A,N/A
22011203012_1800265587.html,1.58,1.58
21011206001_1800265535.html,N/A,N/A
23010501034_1800265991.html,4.83,4.83
23010305067_1800265979.html,3.30,3.30
22010203036_1800266009.html,6.14864864864865,6.88461538461539
21010401034_1800265931.html,6.00,5.38
21010104052_1800265982.html,5.29,5.29
20010901005_1800265934.html,6.76,6.22
20010406001_1800266018.html,N/A,N/A
21010505018_1800265773.html,4.70,3.50
21011206003_1800265408.html,N/A,N/A
20010406004_1800265408.html,N/A,N/A
20011306001_1800265278.html,N/A,N/A
22010101070_1800265786.html,2.46,2.46
21010306029_1800265549.html,N/A,N/A
21010306022_1800265563.html,N/A,N/A
23020306002_1800265237.html,N/A,N/A
23020106031_1800265562.html,N/A,N/A
22010501003_1800265930.html,5.66,4.42
22010306032_1800265243.html,N/A,N/A
21010106021_1800266018.html,N/A,N/A
21010306041_1800266018.html,N/A,N/A
20011306001_1800265559.html,N/A,N/A
22010304008_1800265984.html,3.72,3.50
22010903021_1800265587.html,4.92,4.92
23020406002_1800265911.html,N/A,N/A
22010203021_1800265242.html,N/A,N/A
20010101032_1800265790.html,5.62,4.21
20010301024_1800265267.html,7.62,6.33
23010205027_1800265979.html,6.26,6.26
22010401003_1800265930.html,3.42,3.00
23010505065_1800265979.html,6.87,6.87
22010903017_1800265242.html,N/A,N/A
21020406029_1800265802.html,N/A,N/A
21020306014_1800265403.html,N/A,N/A
21010203015_1800265238.html,6.17,6.17
23021003003_1800265242.html,N/A,N/A
21011203027_1800265760.html,4.57,3.00
